SSE,SZSE,NIB,HKE,NASDAQ,NYSE
20070104.0,20070104.0,20070104.0,20070102,20070103,20070103
20070105.0,20070105.0,20070105.0,20070103,20070104,20070104
20070108.0,20070108.0,20070108.0,20070104,20070105,20070105
20070109.0,20070109.0,20070109.0,20070105,20070108,20070108
20070110.0,20070110.0,20070110.0,20070108,20070109,20070109
20070111.0,20070111.0,20070111.0,20070109,20070110,20070110
20070112.0,20070112.0,20070112.0,20070110,20070111,20070111
20070115.0,20070115.0,20070115.0,20070111,20070112,20070112
20070116.0,20070116.0,20070116.0,20070112,20070116,20070116
20070117.0,20070117.0,20070117.0,20070115,20070117,20070117
20070118.0,20070118.0,20070118.0,20070116,20070118,20070118
20070119.0,20070119.0,20070119.0,20070117,20070119,20070119
20070122.0,20070122.0,20070122.0,20070118,20070122,20070122
20070123.0,20070123.0,20070123.0,20070119,20070123,20070123
20070124.0,20070124.0,20070124.0,20070122,20070124,20070124
20070125.0,20070125.0,20070125.0,20070123,20070125,20070125
20070126.0,20070126.0,20070126.0,20070124,20070126,20070126
20070129.0,20070129.0,20070129.0,20070125,20070129,20070129
20070130.0,20070130.0,20070130.0,20070126,20070130,20070130
20070131.0,20070131.0,20070131.0,20070129,20070131,20070131
20070201.0,20070201.0,20070201.0,20070130,20070201,20070201
20070202.0,20070202.0,20070202.0,20070131,20070202,20070202
20070205.0,20070205.0,20070205.0,20070201,20070205,20070205
20070206.0,20070206.0,20070206.0,20070202,20070206,20070206
20070207.0,20070207.0,20070207.0,20070205,20070207,20070207
20070208.0,20070208.0,20070208.0,20070206,20070208,20070208
20070209.0,20070209.0,20070209.0,20070207,20070209,20070209
20070212.0,20070212.0,20070212.0,20070208,20070212,20070212
20070213.0,20070213.0,20070213.0,20070209,20070213,20070213
20070214.0,20070214.0,20070214.0,20070212,20070214,20070214
20070215.0,20070215.0,20070215.0,20070213,20070215,20070215
20070216.0,20070216.0,20070216.0,20070214,20070216,20070216
20070226.0,20070226.0,20070217.0,20070215,20070220,20070220
20070227.0,20070227.0,20070225.0,20070216,20070221,20070221
20070228.0,20070228.0,20070226.0,20070221,20070222,20070222
20070301.0,20070301.0,20070227.0,20070222,20070223,20070223
20070302.0,20070302.0,20070228.0,20070223,20070226,20070226
20070305.0,20070305.0,20070301.0,20070226,20070227,20070227
20070306.0,20070306.0,20070302.0,20070227,20070228,20070228
20070307.0,20070307.0,20070305.0,20070228,20070301,20070301
20070308.0,20070308.0,20070306.0,20070301,20070302,20070302
20070309.0,20070309.0,20070307.0,20070302,20070305,20070305
20070312.0,20070312.0,20070308.0,20070305,20070306,20070306
20070313.0,20070313.0,20070309.0,20070306,20070307,20070307
20070314.0,20070314.0,20070312.0,20070307,20070308,20070308
20070315.0,20070315.0,20070313.0,20070308,20070309,20070309
20070316.0,20070316.0,20070314.0,20070309,20070312,20070312
20070319.0,20070319.0,20070315.0,20070312,20070313,20070313
20070320.0,20070320.0,20070316.0,20070313,20070314,20070314
20070321.0,20070321.0,20070319.0,20070314,20070315,20070315
20070322.0,20070322.0,20070320.0,20070315,20070316,20070316
20070323.0,20070323.0,20070321.0,20070316,20070319,20070319
20070326.0,20070326.0,20070322.0,20070319,20070320,20070320
20070327.0,20070327.0,20070323.0,20070320,20070321,20070321
20070328.0,20070328.0,20070326.0,20070321,20070322,20070322
20070329.0,20070329.0,20070327.0,20070322,20070323,20070323
20070330.0,20070330.0,20070328.0,20070323,20070326,20070326
20070402.0,20070402.0,20070329.0,20070326,20070327,20070327
20070403.0,20070403.0,20070330.0,20070327,20070328,20070328
20070404.0,20070404.0,20070402.0,20070328,20070329,20070329
20070405.0,20070405.0,20070403.0,20070329,20070330,20070330
20070406.0,20070406.0,20070404.0,20070330,20070402,20070402
20070409.0,20070409.0,20070405.0,20070402,20070403,20070403
20070410.0,20070410.0,20070406.0,20070403,20070404,20070404
20070411.0,20070411.0,20070409.0,20070404,20070405,20070405
20070412.0,20070412.0,20070410.0,20070410,20070409,20070409
20070413.0,20070413.0,20070411.0,20070411,20070410,20070410
20070416.0,20070416.0,20070412.0,20070412,20070411,20070411
20070417.0,20070417.0,20070413.0,20070413,20070412,20070412
20070418.0,20070418.0,20070416.0,20070416,20070413,20070413
20070419.0,20070419.0,20070417.0,20070417,20070416,20070416
20070420.0,20070420.0,20070418.0,20070418,20070417,20070417
20070423.0,20070423.0,20070419.0,20070419,20070418,20070418
20070424.0,20070424.0,20070420.0,20070420,20070419,20070419
20070425.0,20070425.0,20070423.0,20070423,20070420,20070420
20070426.0,20070426.0,20070424.0,20070424,20070423,20070423
20070427.0,20070427.0,20070425.0,20070425,20070424,20070424
20070430.0,20070430.0,20070426.0,20070426,20070425,20070425
20070508.0,20070508.0,20070427.0,20070427,20070426,20070426
20070509.0,20070509.0,20070428.0,20070430,20070427,20070427
20070510.0,20070510.0,20070429.0,20070502,20070430,20070430
20070511.0,20070511.0,20070430.0,20070503,20070501,20070501
20070514.0,20070514.0,20070508.0,20070504,20070502,20070502
20070515.0,20070515.0,20070509.0,20070507,20070503,20070503
20070516.0,20070516.0,20070510.0,20070508,20070504,20070504
20070517.0,20070517.0,20070511.0,20070509,20070507,20070507
20070518.0,20070518.0,20070514.0,20070510,20070508,20070508
20070521.0,20070521.0,20070515.0,20070511,20070509,20070509
20070522.0,20070522.0,20070516.0,20070514,20070510,20070510
20070523.0,20070523.0,20070517.0,20070515,20070511,20070511
20070524.0,20070524.0,20070518.0,20070516,20070514,20070514
20070525.0,20070525.0,20070521.0,20070517,20070515,20070515
20070528.0,20070528.0,20070522.0,20070518,20070516,20070516
20070529.0,20070529.0,20070523.0,20070521,20070517,20070517
20070530.0,20070530.0,20070524.0,20070522,20070518,20070518
20070531.0,20070531.0,20070525.0,20070523,20070521,20070521
20070601.0,20070601.0,20070528.0,20070525,20070522,20070522
20070604.0,20070604.0,20070529.0,20070528,20070523,20070523
20070605.0,20070605.0,20070530.0,20070529,20070524,20070524
20070606.0,20070606.0,20070531.0,20070530,20070525,20070525
20070607.0,20070607.0,20070601.0,20070531,20070529,20070529
20070608.0,20070608.0,20070604.0,20070601,20070530,20070530
20070611.0,20070611.0,20070605.0,20070604,20070531,20070531
20070612.0,20070612.0,20070606.0,20070605,20070601,20070601
20070613.0,20070613.0,20070607.0,20070606,20070604,20070604
20070614.0,20070614.0,20070608.0,20070607,20070605,20070605
20070615.0,20070615.0,20070611.0,20070608,20070606,20070606
20070618.0,20070618.0,20070612.0,20070611,20070607,20070607
20070619.0,20070619.0,20070613.0,20070612,20070608,20070608
20070620.0,20070620.0,20070614.0,20070613,20070611,20070611
20070621.0,20070621.0,20070615.0,20070614,20070612,20070612
20070622.0,20070622.0,20070618.0,20070615,20070613,20070613
20070625.0,20070625.0,20070619.0,20070618,20070614,20070614
20070626.0,20070626.0,20070620.0,20070620,20070615,20070615
20070627.0,20070627.0,20070621.0,20070621,20070618,20070618
20070628.0,20070628.0,20070622.0,20070622,20070619,20070619
20070629.0,20070629.0,20070625.0,20070625,20070620,20070620
20070702.0,20070702.0,20070626.0,20070626,20070621,20070621
20070703.0,20070703.0,20070627.0,20070627,20070622,20070622
20070704.0,20070704.0,20070628.0,20070628,20070625,20070625
20070705.0,20070705.0,20070629.0,20070629,20070626,20070626
20070706.0,20070706.0,20070702.0,20070703,20070627,20070627
20070709.0,20070709.0,20070703.0,20070704,20070628,20070628
20070710.0,20070710.0,20070704.0,20070705,20070629,20070629
20070711.0,20070711.0,20070705.0,20070706,20070702,20070702
20070712.0,20070712.0,20070706.0,20070709,20070703,20070703
20070713.0,20070713.0,20070709.0,20070710,20070705,20070705
20070716.0,20070716.0,20070710.0,20070711,20070706,20070706
20070717.0,20070717.0,20070711.0,20070712,20070709,20070709
20070718.0,20070718.0,20070712.0,20070713,20070710,20070710
20070719.0,20070719.0,20070713.0,20070716,20070711,20070711
20070720.0,20070720.0,20070716.0,20070717,20070712,20070712
20070723.0,20070723.0,20070717.0,20070718,20070713,20070713
20070724.0,20070724.0,20070718.0,20070719,20070716,20070716
20070725.0,20070725.0,20070719.0,20070720,20070717,20070717
20070726.0,20070726.0,20070720.0,20070723,20070718,20070718
20070727.0,20070727.0,20070723.0,20070724,20070719,20070719
20070730.0,20070730.0,20070724.0,20070725,20070720,20070720
20070731.0,20070731.0,20070725.0,20070726,20070723,20070723
20070801.0,20070801.0,20070726.0,20070727,20070724,20070724
20070802.0,20070802.0,20070727.0,20070730,20070725,20070725
20070803.0,20070803.0,20070730.0,20070731,20070726,20070726
20070806.0,20070806.0,20070731.0,20070801,20070727,20070727
20070807.0,20070807.0,20070801.0,20070802,20070730,20070730
20070808.0,20070808.0,20070802.0,20070803,20070731,20070731
20070809.0,20070809.0,20070803.0,20070806,20070801,20070801
20070810.0,20070810.0,20070806.0,20070807,20070802,20070802
20070813.0,20070813.0,20070807.0,20070808,20070803,20070803
20070814.0,20070814.0,20070808.0,20070809,20070806,20070806
20070815.0,20070815.0,20070809.0,20070810,20070807,20070807
20070816.0,20070816.0,20070810.0,20070813,20070808,20070808
20070817.0,20070817.0,20070813.0,20070814,20070809,20070809
20070820.0,20070820.0,20070814.0,20070815,20070810,20070810
20070821.0,20070821.0,20070815.0,20070816,20070813,20070813
20070822.0,20070822.0,20070816.0,20070817,20070814,20070814
20070823.0,20070823.0,20070817.0,20070820,20070815,20070815
20070824.0,20070824.0,20070820.0,20070821,20070816,20070816
20070827.0,20070827.0,20070821.0,20070822,20070817,20070817
20070828.0,20070828.0,20070822.0,20070823,20070820,20070820
20070829.0,20070829.0,20070823.0,20070824,20070821,20070821
20070830.0,20070830.0,20070824.0,20070827,20070822,20070822
20070831.0,20070831.0,20070827.0,20070828,20070823,20070823
20070903.0,20070903.0,20070828.0,20070829,20070824,20070824
20070904.0,20070904.0,20070829.0,20070830,20070827,20070827
20070905.0,20070905.0,20070830.0,20070831,20070828,20070828
20070906.0,20070906.0,20070831.0,20070903,20070829,20070829
20070907.0,20070907.0,20070903.0,20070904,20070830,20070830
20070910.0,20070910.0,20070904.0,20070905,20070831,20070831
20070911.0,20070911.0,20070905.0,20070906,20070904,20070904
20070912.0,20070912.0,20070906.0,20070907,20070905,20070905
20070913.0,20070913.0,20070907.0,20070910,20070906,20070906
20070914.0,20070914.0,20070910.0,20070911,20070907,20070907
20070917.0,20070917.0,20070911.0,20070912,20070910,20070910
20070918.0,20070918.0,20070912.0,20070913,20070911,20070911
20070919.0,20070919.0,20070913.0,20070914,20070912,20070912
20070920.0,20070920.0,20070914.0,20070917,20070913,20070913
20070921.0,20070921.0,20070917.0,20070918,20070914,20070914
20070924.0,20070924.0,20070918.0,20070919,20070917,20070917
20070925.0,20070925.0,20070919.0,20070920,20070918,20070918
20070926.0,20070926.0,20070920.0,20070921,20070919,20070919
20070927.0,20070927.0,20070921.0,20070924,20070920,20070920
20070928.0,20070928.0,20070924.0,20070925,20070921,20070921
20071008.0,20071008.0,20070925.0,20070927,20070924,20070924
20071009.0,20071009.0,20070926.0,20070928,20070925,20070925
20071010.0,20071010.0,20070927.0,20071002,20070926,20070926
20071011.0,20071011.0,20070928.0,20071003,20070927,20070927
20071012.0,20071012.0,20070929.0,20071004,20070928,20070928
20071015.0,20071015.0,20070930.0,20071005,20071001,20071001
20071016.0,20071016.0,20071008.0,20071008,20071002,20071002
20071017.0,20071017.0,20071009.0,20071009,20071003,20071003
20071018.0,20071018.0,20071010.0,20071010,20071004,20071004
20071019.0,20071019.0,20071011.0,20071011,20071005,20071005
20071022.0,20071022.0,20071012.0,20071012,20071008,20071008
20071023.0,20071023.0,20071015.0,20071015,20071009,20071009
20071024.0,20071024.0,20071016.0,20071016,20071010,20071010
20071025.0,20071025.0,20071017.0,20071017,20071011,20071011
20071026.0,20071026.0,20071018.0,20071018,20071012,20071012
20071029.0,20071029.0,20071019.0,20071022,20071015,20071015
20071030.0,20071030.0,20071022.0,20071023,20071016,20071016
20071031.0,20071031.0,20071023.0,20071024,20071017,20071017
20071101.0,20071101.0,20071024.0,20071025,20071018,20071018
20071102.0,20071102.0,20071025.0,20071026,20071019,20071019
20071105.0,20071105.0,20071026.0,20071029,20071022,20071022
20071106.0,20071106.0,20071029.0,20071030,20071023,20071023
20071107.0,20071107.0,20071030.0,20071031,20071024,20071024
20071108.0,20071108.0,20071031.0,20071101,20071025,20071025
20071109.0,20071109.0,20071101.0,20071102,20071026,20071026
20071112.0,20071112.0,20071102.0,20071105,20071029,20071029
20071113.0,20071113.0,20071105.0,20071106,20071030,20071030
20071114.0,20071114.0,20071106.0,20071107,20071031,20071031
20071115.0,20071115.0,20071107.0,20071108,20071101,20071101
20071116.0,20071116.0,20071108.0,20071109,20071102,20071102
20071119.0,20071119.0,20071109.0,20071112,20071105,20071105
20071120.0,20071120.0,20071112.0,20071113,20071106,20071106
20071121.0,20071121.0,20071113.0,20071114,20071107,20071107
20071122.0,20071122.0,20071114.0,20071115,20071108,20071108
20071123.0,20071123.0,20071115.0,20071116,20071109,20071109
20071126.0,20071126.0,20071116.0,20071119,20071112,20071112
20071127.0,20071127.0,20071119.0,20071120,20071113,20071113
20071128.0,20071128.0,20071120.0,20071121,20071114,20071114
20071129.0,20071129.0,20071121.0,20071122,20071115,20071115
20071130.0,20071130.0,20071122.0,20071123,20071116,20071116
20071203.0,20071203.0,20071123.0,20071126,20071119,20071119
20071204.0,20071204.0,20071126.0,20071127,20071120,20071120
20071205.0,20071205.0,20071127.0,20071128,20071121,20071121
20071206.0,20071206.0,20071128.0,20071129,20071123,20071123
20071207.0,20071207.0,20071129.0,20071130,20071126,20071126
20071210.0,20071210.0,20071130.0,20071203,20071127,20071127
20071211.0,20071211.0,20071203.0,20071204,20071128,20071128
20071212.0,20071212.0,20071204.0,20071205,20071129,20071129
20071213.0,20071213.0,20071205.0,20071206,20071130,20071130
20071214.0,20071214.0,20071206.0,20071207,20071203,20071203
20071217.0,20071217.0,20071207.0,20071210,20071204,20071204
20071218.0,20071218.0,20071210.0,20071211,20071205,20071205
20071219.0,20071219.0,20071211.0,20071212,20071206,20071206
20071220.0,20071220.0,20071212.0,20071213,20071207,20071207
20071221.0,20071221.0,20071213.0,20071214,20071210,20071210
20071224.0,20071224.0,20071214.0,20071217,20071211,20071211
20071225.0,20071225.0,20071217.0,20071218,20071212,20071212
20071226.0,20071226.0,20071218.0,20071219,20071213,20071213
20071227.0,20071227.0,20071219.0,20071220,20071214,20071214
20071228.0,20071228.0,20071220.0,20071221,20071217,20071217
20080102.0,20080102.0,20071221.0,20071224,20071218,20071218
20080103.0,20080103.0,20071224.0,20071227,20071219,20071219
20080104.0,20080104.0,20071225.0,20071228,20071220,20071220
20080107.0,20080107.0,20071226.0,20071231,20071221,20071221
20080108.0,20080108.0,20071227.0,20080102,20071224,20071224
20080109.0,20080109.0,20071228.0,20080103,20071226,20071226
20080110.0,20080110.0,20071229.0,20080104,20071227,20071227
20080111.0,20080111.0,20080102.0,20080107,20071228,20071228
20080114.0,20080114.0,20080103.0,20080108,20071231,20071231
20080115.0,20080115.0,20080104.0,20080109,20080102,20080102
20080116.0,20080116.0,20080107.0,20080110,20080103,20080103
20080117.0,20080117.0,20080108.0,20080111,20080104,20080104
20080118.0,20080118.0,20080109.0,20080114,20080107,20080107
20080121.0,20080121.0,20080110.0,20080115,20080108,20080108
20080122.0,20080122.0,20080111.0,20080116,20080109,20080109
20080123.0,20080123.0,20080114.0,20080117,20080110,20080110
20080124.0,20080124.0,20080115.0,20080118,20080111,20080111
20080125.0,20080125.0,20080116.0,20080121,20080114,20080114
20080128.0,20080128.0,20080117.0,20080122,20080115,20080115
20080129.0,20080129.0,20080118.0,20080123,20080116,20080116
20080130.0,20080130.0,20080121.0,20080124,20080117,20080117
20080131.0,20080131.0,20080122.0,20080125,20080118,20080118
20080201.0,20080201.0,20080123.0,20080128,20080122,20080122
20080204.0,20080204.0,20080124.0,20080129,20080123,20080123
20080205.0,20080205.0,20080125.0,20080130,20080124,20080124
20080213.0,20080213.0,20080128.0,20080131,20080125,20080125
20080214.0,20080214.0,20080129.0,20080201,20080128,20080128
20080215.0,20080215.0,20080130.0,20080204,20080129,20080129
20080218.0,20080218.0,20080131.0,20080205,20080130,20080130
20080219.0,20080219.0,20080201.0,20080206,20080131,20080131
20080220.0,20080220.0,20080202.0,20080211,20080201,20080201
20080221.0,20080221.0,20080203.0,20080212,20080204,20080204
20080222.0,20080222.0,20080204.0,20080213,20080205,20080205
20080225.0,20080225.0,20080205.0,20080214,20080206,20080206
20080226.0,20080226.0,20080213.0,20080215,20080207,20080207
20080227.0,20080227.0,20080214.0,20080218,20080208,20080208
20080228.0,20080228.0,20080215.0,20080219,20080211,20080211
20080229.0,20080229.0,20080218.0,20080220,20080212,20080212
20080303.0,20080303.0,20080219.0,20080221,20080213,20080213
20080304.0,20080304.0,20080220.0,20080222,20080214,20080214
20080305.0,20080305.0,20080221.0,20080225,20080215,20080215
20080306.0,20080306.0,20080222.0,20080226,20080219,20080219
20080307.0,20080307.0,20080225.0,20080227,20080220,20080220
20080310.0,20080310.0,20080226.0,20080228,20080221,20080221
20080311.0,20080311.0,20080227.0,20080229,20080222,20080222
20080312.0,20080312.0,20080228.0,20080303,20080225,20080225
20080313.0,20080313.0,20080229.0,20080304,20080226,20080226
20080314.0,20080314.0,20080303.0,20080305,20080227,20080227
20080317.0,20080317.0,20080304.0,20080306,20080228,20080228
20080318.0,20080318.0,20080305.0,20080307,20080229,20080229
20080319.0,20080319.0,20080306.0,20080310,20080303,20080303
20080320.0,20080320.0,20080307.0,20080311,20080304,20080304
20080321.0,20080321.0,20080310.0,20080312,20080305,20080305
20080324.0,20080324.0,20080311.0,20080313,20080306,20080306
20080325.0,20080325.0,20080312.0,20080314,20080307,20080307
20080326.0,20080326.0,20080313.0,20080317,20080310,20080310
20080327.0,20080327.0,20080314.0,20080318,20080311,20080311
20080328.0,20080328.0,20080317.0,20080319,20080312,20080312
20080331.0,20080331.0,20080318.0,20080320,20080313,20080313
20080401.0,20080401.0,20080319.0,20080325,20080314,20080314
20080402.0,20080402.0,20080320.0,20080326,20080317,20080317
20080403.0,20080403.0,20080321.0,20080327,20080318,20080318
20080407.0,20080407.0,20080324.0,20080328,20080319,20080319
20080408.0,20080408.0,20080325.0,20080331,20080320,20080320
20080409.0,20080409.0,20080326.0,20080401,20080324,20080324
20080410.0,20080410.0,20080327.0,20080402,20080325,20080325
20080411.0,20080411.0,20080328.0,20080403,20080326,20080326
20080414.0,20080414.0,20080331.0,20080407,20080327,20080327
20080415.0,20080415.0,20080401.0,20080408,20080328,20080328
20080416.0,20080416.0,20080402.0,20080409,20080331,20080331
20080417.0,20080417.0,20080403.0,20080410,20080401,20080401
20080418.0,20080418.0,20080407.0,20080411,20080402,20080402
20080421.0,20080421.0,20080408.0,20080414,20080403,20080403
20080422.0,20080422.0,20080409.0,20080415,20080404,20080404
20080423.0,20080423.0,20080410.0,20080416,20080407,20080407
20080424.0,20080424.0,20080411.0,20080417,20080408,20080408
20080425.0,20080425.0,20080414.0,20080418,20080409,20080409
20080428.0,20080428.0,20080415.0,20080421,20080410,20080410
20080429.0,20080429.0,20080416.0,20080422,20080411,20080411
20080430.0,20080430.0,20080417.0,20080423,20080414,20080414
20080505.0,20080505.0,20080418.0,20080424,20080415,20080415
20080506.0,20080506.0,20080421.0,20080425,20080416,20080416
20080507.0,20080507.0,20080422.0,20080428,20080417,20080417
20080508.0,20080508.0,20080423.0,20080429,20080418,20080418
20080509.0,20080509.0,20080424.0,20080430,20080421,20080421
20080512.0,20080512.0,20080425.0,20080502,20080422,20080422
20080513.0,20080513.0,20080428.0,20080505,20080423,20080423
20080514.0,20080514.0,20080429.0,20080506,20080424,20080424
20080515.0,20080515.0,20080430.0,20080507,20080425,20080425
20080516.0,20080516.0,20080504.0,20080508,20080428,20080428
20080519.0,20080519.0,20080505.0,20080509,20080429,20080429
20080520.0,20080520.0,20080506.0,20080513,20080430,20080430
20080521.0,20080521.0,20080507.0,20080514,20080501,20080501
20080522.0,20080522.0,20080508.0,20080515,20080502,20080502
20080523.0,20080523.0,20080509.0,20080516,20080505,20080505
20080526.0,20080526.0,20080512.0,20080519,20080506,20080506
20080527.0,20080527.0,20080513.0,20080520,20080507,20080507
20080528.0,20080528.0,20080514.0,20080521,20080508,20080508
20080529.0,20080529.0,20080515.0,20080522,20080509,20080509
20080530.0,20080530.0,20080516.0,20080523,20080512,20080512
20080602.0,20080602.0,20080519.0,20080526,20080513,20080513
20080603.0,20080603.0,20080520.0,20080527,20080514,20080514
20080604.0,20080604.0,20080521.0,20080528,20080515,20080515
20080605.0,20080605.0,20080522.0,20080529,20080516,20080516
20080606.0,20080606.0,20080523.0,20080530,20080519,20080519
20080610.0,20080610.0,20080526.0,20080602,20080520,20080520
20080611.0,20080611.0,20080527.0,20080603,20080521,20080521
20080612.0,20080612.0,20080528.0,20080604,20080522,20080522
20080613.0,20080613.0,20080529.0,20080605,20080523,20080523
20080616.0,20080616.0,20080530.0,20080606,20080527,20080527
20080617.0,20080617.0,20080602.0,20080610,20080528,20080528
20080618.0,20080618.0,20080603.0,20080611,20080529,20080529
20080619.0,20080619.0,20080604.0,20080612,20080530,20080530
20080620.0,20080620.0,20080605.0,20080613,20080602,20080602
20080623.0,20080623.0,20080606.0,20080616,20080603,20080603
20080624.0,20080624.0,20080610.0,20080617,20080604,20080604
20080625.0,20080625.0,20080611.0,20080618,20080605,20080605
20080626.0,20080626.0,20080612.0,20080619,20080606,20080606
20080627.0,20080627.0,20080613.0,20080620,20080609,20080609
20080630.0,20080630.0,20080616.0,20080623,20080610,20080610
20080701.0,20080701.0,20080617.0,20080624,20080611,20080611
20080702.0,20080702.0,20080618.0,20080625,20080612,20080612
20080703.0,20080703.0,20080619.0,20080626,20080613,20080613
20080704.0,20080704.0,20080620.0,20080627,20080616,20080616
20080707.0,20080707.0,20080623.0,20080630,20080617,20080617
20080708.0,20080708.0,20080624.0,20080702,20080618,20080618
20080709.0,20080709.0,20080625.0,20080703,20080619,20080619
20080710.0,20080710.0,20080626.0,20080704,20080620,20080620
20080711.0,20080711.0,20080627.0,20080707,20080623,20080623
20080714.0,20080714.0,20080630.0,20080708,20080624,20080624
20080715.0,20080715.0,20080701.0,20080709,20080625,20080625
20080716.0,20080716.0,20080702.0,20080710,20080626,20080626
20080717.0,20080717.0,20080703.0,20080711,20080627,20080627
20080718.0,20080718.0,20080704.0,20080714,20080630,20080630
20080721.0,20080721.0,20080707.0,20080715,20080701,20080701
20080722.0,20080722.0,20080708.0,20080716,20080702,20080702
20080723.0,20080723.0,20080709.0,20080717,20080703,20080703
20080724.0,20080724.0,20080710.0,20080718,20080707,20080707
20080725.0,20080725.0,20080711.0,20080721,20080708,20080708
20080728.0,20080728.0,20080714.0,20080722,20080709,20080709
20080729.0,20080729.0,20080715.0,20080723,20080710,20080710
20080730.0,20080730.0,20080716.0,20080724,20080711,20080711
20080731.0,20080731.0,20080717.0,20080725,20080714,20080714
20080801.0,20080801.0,20080718.0,20080728,20080715,20080715
20080804.0,20080804.0,20080721.0,20080729,20080716,20080716
20080805.0,20080805.0,20080722.0,20080730,20080717,20080717
20080806.0,20080806.0,20080723.0,20080731,20080718,20080718
20080807.0,20080807.0,20080724.0,20080801,20080721,20080721
20080808.0,20080808.0,20080725.0,20080804,20080722,20080722
20080811.0,20080811.0,20080728.0,20080805,20080723,20080723
20080812.0,20080812.0,20080729.0,20080807,20080724,20080724
20080813.0,20080813.0,20080730.0,20080808,20080725,20080725
20080814.0,20080814.0,20080731.0,20080811,20080728,20080728
20080815.0,20080815.0,20080801.0,20080812,20080729,20080729
20080818.0,20080818.0,20080804.0,20080813,20080730,20080730
20080819.0,20080819.0,20080805.0,20080814,20080731,20080731
20080820.0,20080820.0,20080806.0,20080815,20080801,20080801
20080821.0,20080821.0,20080807.0,20080818,20080804,20080804
20080822.0,20080822.0,20080808.0,20080819,20080805,20080805
20080825.0,20080825.0,20080811.0,20080820,20080806,20080806
20080826.0,20080826.0,20080812.0,20080821,20080807,20080807
20080827.0,20080827.0,20080813.0,20080825,20080808,20080808
20080828.0,20080828.0,20080814.0,20080826,20080811,20080811
20080829.0,20080829.0,20080815.0,20080827,20080812,20080812
20080901.0,20080901.0,20080818.0,20080828,20080813,20080813
20080902.0,20080902.0,20080819.0,20080829,20080814,20080814
20080903.0,20080903.0,20080820.0,20080901,20080815,20080815
20080904.0,20080904.0,20080821.0,20080902,20080818,20080818
20080905.0,20080905.0,20080822.0,20080903,20080819,20080819
20080908.0,20080908.0,20080825.0,20080904,20080820,20080820
20080909.0,20080909.0,20080826.0,20080905,20080821,20080821
20080910.0,20080910.0,20080827.0,20080908,20080822,20080822
20080911.0,20080911.0,20080828.0,20080909,20080825,20080825
20080912.0,20080912.0,20080829.0,20080910,20080826,20080826
20080916.0,20080916.0,20080901.0,20080911,20080827,20080827
20080917.0,20080917.0,20080902.0,20080912,20080828,20080828
20080918.0,20080918.0,20080903.0,20080916,20080829,20080829
20080919.0,20080919.0,20080904.0,20080917,20080902,20080902
20080922.0,20080922.0,20080905.0,20080918,20080903,20080903
20080923.0,20080923.0,20080908.0,20080919,20080904,20080904
20080924.0,20080924.0,20080909.0,20080922,20080905,20080905
20080925.0,20080925.0,20080910.0,20080923,20080908,20080908
20080926.0,20080926.0,20080911.0,20080924,20080909,20080909
20081006.0,20081006.0,20080912.0,20080925,20080910,20080910
20081007.0,20081007.0,20080916.0,20080926,20080911,20080911
20081008.0,20081008.0,20080917.0,20080929,20080912,20080912
20081009.0,20081009.0,20080918.0,20080930,20080915,20080915
20081010.0,20081010.0,20080919.0,20081002,20080916,20080916
20081013.0,20081013.0,20080922.0,20081003,20080917,20080917
20081014.0,20081014.0,20080923.0,20081006,20080918,20080918
20081015.0,20081015.0,20080924.0,20081008,20080919,20080919
20081016.0,20081016.0,20080925.0,20081009,20080922,20080922
20081017.0,20081017.0,20080926.0,20081010,20080923,20080923
20081020.0,20081020.0,20080927.0,20081013,20080924,20080924
20081021.0,20081021.0,20080928.0,20081014,20080925,20080925
20081022.0,20081022.0,20081006.0,20081015,20080926,20080926
20081023.0,20081023.0,20081007.0,20081016,20080929,20080929
20081024.0,20081024.0,20081008.0,20081017,20080930,20080930
20081027.0,20081027.0,20081009.0,20081020,20081001,20081001
20081028.0,20081028.0,20081010.0,20081021,20081002,20081002
20081029.0,20081029.0,20081013.0,20081022,20081003,20081003
20081030.0,20081030.0,20081014.0,20081023,20081006,20081006
20081031.0,20081031.0,20081015.0,20081024,20081007,20081007
20081103.0,20081103.0,20081016.0,20081027,20081008,20081008
20081104.0,20081104.0,20081017.0,20081028,20081009,20081009
20081105.0,20081105.0,20081020.0,20081029,20081010,20081010
20081106.0,20081106.0,20081021.0,20081030,20081013,20081013
20081107.0,20081107.0,20081022.0,20081031,20081014,20081014
20081110.0,20081110.0,20081023.0,20081103,20081015,20081015
20081111.0,20081111.0,20081024.0,20081104,20081016,20081016
20081112.0,20081112.0,20081027.0,20081105,20081017,20081017
20081113.0,20081113.0,20081028.0,20081106,20081020,20081020
20081114.0,20081114.0,20081029.0,20081107,20081021,20081021
20081117.0,20081117.0,20081030.0,20081110,20081022,20081022
20081118.0,20081118.0,20081031.0,20081111,20081023,20081023
20081119.0,20081119.0,20081103.0,20081112,20081024,20081024
20081120.0,20081120.0,20081104.0,20081113,20081027,20081027
20081121.0,20081121.0,20081105.0,20081114,20081028,20081028
20081124.0,20081124.0,20081106.0,20081117,20081029,20081029
20081125.0,20081125.0,20081107.0,20081118,20081030,20081030
20081126.0,20081126.0,20081110.0,20081119,20081031,20081031
20081127.0,20081127.0,20081111.0,20081120,20081103,20081103
20081128.0,20081128.0,20081112.0,20081121,20081104,20081104
